,tweet_id,timestamp,expanded_urls,rating_numerator,rating_denominator,name,stage,breed,retweet_count,favorite_count
0,892420643555336193,2017-08-01 16:23:56,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10,Phineas,,Unknown,8853,39467
1,892177421306343426,2017-08-01 00:17:27,https://twitter.com/dog_rates/status/892177421306343426/photo/1,13.0,10,Tilly,,Chihuahua,6514,33819
2,891815181378084864,2017-07-31 00:18:03,https://twitter.com/dog_rates/status/891815181378084864/photo/1,12.0,10,Archie,,Chihuahua,4328,25461
3,891689557279858688,2017-07-30 15:58:51,https://twitter.com/dog_rates/status/891689557279858688/photo/1,13.0,10,Darla,,Chihuahua,8964,42908
4,891327558926688256,2017-07-29 16:00:24,"https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",12.0,10,Franklin,,Chihuahua,9774,41048
5,891087950875897856,2017-07-29 00:08:17,https://twitter.com/dog_rates/status/891087950875897856/photo/1,13.0,10,None,,Chihuahua,3261,20562
6,890971913173991426,2017-07-28 16:27:12,"https://gofundme.com/ydvmve-surgery-for-jax,https://twitter.com/dog_rates/status/890971913173991426/photo/1",13.0,10,Jax,,Chihuahua,2158,12041
7,890729181411237888,2017-07-28 00:22:40,"https://twitter.com/dog_rates/status/890729181411237888/photo/1,https://twitter.com/dog_rates/status/890729181411237888/photo/1",13.0,10,None,,Chihuahua,16716,56848
8,890609185150312448,2017-07-27 16:25:51,https://twitter.com/dog_rates/status/890609185150312448/photo/1,13.0,10,Zoey,,Chihuahua,4429,28226
9,890240255349198849,2017-07-26 15:59:51,https://twitter.com/dog_rates/status/890240255349198849/photo/1,14.0,10,Cassie,doggo,Chihuahua,7711,32467
10,890006608113172480,2017-07-26 00:31:25,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13.0,10,Koda,,Samoyed,7624,31166
11,889880896479866881,2017-07-25 16:11:53,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13.0,10,Bruno,,Samoyed,5156,28268
12,889665388333682689,2017-07-25 01:55:32,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13.0,10,None,puppo,Pembroke,8538,38818
13,889638837579907072,2017-07-25 00:10:02,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12.0,10,Ted,,French_bulldog,4735,27672
14,889531135344209921,2017-07-24 17:02:04,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13.0,10,Stuart,puppo,French_bulldog,2321,15359
15,889278841981685760,2017-07-24 00:19:32,https://twitter.com/dog_rates/status/889278841981685760/video/1,13.0,10,Oliver,,French_bulldog,5637,25652
16,888917238123831296,2017-07-23 00:22:39,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12.0,10,Jim,,French_bulldog,4709,29611
17,888804989199671297,2017-07-22 16:56:37,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13.0,10,Zeke,,French_bulldog,4559,26080
18,888554962724278272,2017-07-22 00:23:06,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13.0,10,Ralphus,,French_bulldog,3732,20290
20,888078434458587136,2017-07-20 16:49:33,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12.0,10,Gerald,,French_bulldog,3653,22201
21,887705289381826560,2017-07-19 16:06:48,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13.0,10,Jeffrey,,French_bulldog,5609,30779
22,887517139158093824,2017-07-19 03:39:09,https://twitter.com/dog_rates/status/887517139158093824/video/1,14.0,10,None,,French_bulldog,12082,46959
23,887473957103951883,2017-07-19 00:47:34,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13.0,10,Canela,,French_bulldog,18781,69871
24,887343217045368832,2017-07-18 16:08:03,https://twitter.com/dog_rates/status/887343217045368832/video/1,13.0,10,None,,French_bulldog,10737,34222
25,887101392804085760,2017-07-18 00:07:08,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12.0,10,None,,French_bulldog,6167,31061
26,886983233522544640,2017-07-17 16:17:36,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13.0,10,Maya,,French_bulldog,8084,35859
27,886736880519319552,2017-07-16 23:58:41,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13.0,10,Mingus,,French_bulldog,3443,12306
28,886680336477933568,2017-07-16 20:14:00,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13.0,10,Derek,,French_bulldog,4610,22798
29,886366144734445568,2017-07-15 23:25:31,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12.0,10,Roscoe,pupper,French_bulldog,3316,21524
31,886258384151887873,2017-07-15 16:17:19,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13.0,10,Waffles,,French_bulldog,6523,28469
33,885984800019947520,2017-07-14 22:10:11,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12.0,10,Jimbo,,French_bulldog,7097,33382
34,885528943205470208,2017-07-13 15:58:47,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13.0,10,Maisey,,French_bulldog,6683,36689
37,885167619883638784,2017-07-12 16:03:00,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13.0,10,None,,French_bulldog,4556,22367
38,884925521741709313,2017-07-12 00:01:00,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12.0,10,Earl,,French_bulldog,16439,68152
39,884876753390489601,2017-07-11 20:47:12,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13.0,10,Lola,,French_bulldog,6096,28514
40,884562892145688576,2017-07-11 00:00:02,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13.0,10,Kevin,,French_bulldog,5100,24765
41,884441805382717440,2017-07-10 15:58:53,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14.0,10,None,,French_bulldog,5856,27478
43,884162670584377345,2017-07-09 21:29:42,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12.0,10,Yogi,doggo,French_bulldog,3128,20771
44,883838122936631299,2017-07-09 00:00:04,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12.0,10,Noah,,French_bulldog,3586,22349
45,883482846933004288,2017-07-08 00:28:19,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",13.5,10,Bella,,French_bulldog,10407,46860
46,883360690899218434,2017-07-07 16:22:55,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13.0,10,Grizzwald,floofer,French_bulldog,3825,22986
47,883117836046086144,2017-07-07 00:17:54,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13.0,10,None,,French_bulldog,6949,37914
48,882992080364220416,2017-07-06 15:58:11,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13.0,10,Rusty,,French_bulldog,4122,24445
49,882762694511734784,2017-07-06 00:46:41,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12.0,10,Gus,pupper,French_bulldog,5134,28903
50,882627270321602560,2017-07-05 15:48:34,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13.0,10,Stanley,,French_bulldog,6342,28382
51,882268110199369728,2017-07-04 16:01:23,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13.0,10,Alfy,,French_bulldog,12118,45880
52,882045870035918850,2017-07-04 01:18:17,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13.0,10,Koko,,French_bulldog,5203,29900
53,881906580714921986,2017-07-03 16:04:48,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12.0,10,Rey,,French_bulldog,3533,24773
54,881666595344535552,2017-07-03 00:11:11,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13.0,10,Gary,pupper,French_bulldog,11099,51522
56,881536004380872706,2017-07-02 15:32:16,https://twitter.com/dog_rates/status/881536004380872706/video/1,14.0,10,None,pupper,French_bulldog,16570,50199
57,881268444196462592,2017-07-01 21:49:04,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12.0,10,Elliot,,French_bulldog,5358,23501
58,880935762899988482,2017-06-30 23:47:07,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13.0,10,Louis,,French_bulldog,2886,17346
59,880872448815771648,2017-06-30 19:35:32,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12.0,10,None,,French_bulldog,3989,21734
60,880465832366813184,2017-06-29 16:39:47,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12.0,10,Bella,,French_bulldog,6546,29075
61,880221127280381952,2017-06-29 00:27:25,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12.0,10,Jesse,,French_bulldog,4436,27640
62,880095782870896641,2017-06-28 16:09:20,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11.0,10,None,,French_bulldog,4533,28150
63,879862464715927552,2017-06-28 00:42:13,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13.0,10,Romeo,,French_bulldog,3642,22667
65,879492040517615616,2017-06-27 00:10:17,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12.0,10,Bailey,,French_bulldog,3323,23822
66,879415818425184262,2017-06-26 19:07:24,https://twitter.com/dog_rates/status/879415818425184262/video/1,13.0,10,Duddles,,French_bulldog,45849,107956
67,879376492567855104,2017-06-26 16:31:08,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12.0,10,Jack,,French_bulldog,3261,17099
69,879050749262655488,2017-06-25 18:56:45,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11.0,10,Steven,,French_bulldog,4941,23022
70,879008229531029506,2017-06-25 16:07:47,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13.0,10,Beau,,French_bulldog,2812,19317
71,878776093423087618,2017-06-25 00:45:22,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13.0,10,Snoopy,,French_bulldog,4319,19763
75,878281511006478336,2017-06-23 16:00:04,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13.0,10,Shadow,,French_bulldog,1349,7913
76,878057613040115712,2017-06-23 01:10:23,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14.0,10,Emmy,,French_bulldog,7181,42876
77,877736472329191424,2017-06-22 03:54:17,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13.0,10,Aja,,French_bulldog,17300,71144
79,877556246731214848,2017-06-21 15:58:08,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12.0,10,Penny,,French_bulldog,3994,23258
80,877316821321428993,2017-06-21 00:06:44,"https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13.0,10,Dante,,French_bulldog,5414,27907
81,877201837425926144,2017-06-20 16:29:50,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12.0,10,Nelly,,French_bulldog,5880,27755
82,876838120628539392,2017-06-19 16:24:33,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12.0,10,Ginger,pupper,French_bulldog,3506,21125
84,876484053909872640,2017-06-18 16:57:37,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13.0,10,Benedict,,French_bulldog,2511,19163
85,876120275196170240,2017-06-17 16:52:05,https://twitter.com/dog_rates/status/876120275196170240/photo/1,13.0,10,Venti,puppo,French_bulldog,4903,28490
86,875747767867523072,2017-06-16 16:11:53,https://twitter.com/dog_rates/status/875747767867523072/photo/1,13.0,10,Goose,,French_bulldog,4497,25773
87,875144289856114688,2017-06-15 00:13:52,https://twitter.com/dog_rates/status/875144289856114688/video/1,13.0,10,Nugget,,French_bulldog,5081,22185
89,875021211251597312,2017-06-14 16:04:48,"https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1",12.0,10,None,,French_bulldog,4922,26022
90,874680097055178752,2017-06-13 17:29:20,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12.0,10,Cash,,French_bulldog,4875,28439
92,874296783580663808,2017-06-12 16:06:11,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13.0,10,Jed,pupper,French_bulldog,4308,26651
93,874057562936811520,2017-06-12 00:15:36,https://twitter.com/dog_rates/status/874057562936811520/photo/1,12.0,10,None,,French_bulldog,4125,23134
94,874012996292530176,2017-06-11 21:18:31,"https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",13.0,10,Sebastian,puppo,French_bulldog,11007,35501
96,873580283840344065,2017-06-10 16:39:04,https://twitter.com/dog_rates/status/873580283840344065/photo/1,13.0,10,None,,French_bulldog,4143,24837
98,873213775632977920,2017-06-09 16:22:42,"https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",12.0,10,Sierra,pupper,French_bulldog,1667,7467
99,872967104147763200,2017-06-09 00:02:31,"https://twitter.com/dog_rates/status/872967104147763200/photo/1,https://twitter.com/dog_rates/status/872967104147763200/photo/1",12.0,10,None,doggo,French_bulldog,5669,28031
100,872820683541237760,2017-06-08 14:20:41,"https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1",13.0,10,None,,French_bulldog,3884,15029
102,872620804844003328,2017-06-08 01:06:27,https://twitter.com/dog_rates/status/872620804844003328/photo/1,13.0,10,Monkey,,French_bulldog,3911,21309
103,872486979161796608,2017-06-07 16:14:40,https://twitter.com/dog_rates/status/872486979161796608/photo/1,12.0,10,None,,French_bulldog,9429,41606
104,872261713294495745,2017-06-07 01:19:32,"https://twitter.com/dog_rates/status/872261713294495745/photo/1,https://twitter.com/dog_rates/status/872261713294495745/photo/1",13.0,10,Harry,,French_bulldog,6649,35085
105,872122724285648897,2017-06-06 16:07:15,"https://twitter.com/dog_rates/status/872122724285648897/photo/1,https://twitter.com/dog_rates/status/872122724285648897/photo/1",12.0,10,Kody,,French_bulldog,8549,35324
106,871879754684805121,2017-06-06 00:01:46,"https://twitter.com/dog_rates/status/871879754684805121/photo/1,https://twitter.com/dog_rates/status/871879754684805121/photo/1",13.0,10,Lassie,puppo,French_bulldog,11918,39090
107,871762521631449091,2017-06-05 16:15:56,"https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1",12.0,10,Rover,pupper,French_bulldog,3678,20787
108,871515927908634625,2017-06-04 23:56:03,"https://twitter.com/dog_rates/status/871515927908634625/photo/1,https://twitter.com/dog_rates/status/871515927908634625/photo/1",12.0,10,Napolean,doggo,French_bulldog,3628,20730
111,871032628920680449,2017-06-03 15:55:36,https://twitter.com/dog_rates/status/871032628920680449/photo/1,13.0,10,Boomer,,French_bulldog,3999,23255
112,870804317367881728,2017-06-03 00:48:22,https://twitter.com/dog_rates/status/870804317367881728/photo/1,11.0,10,None,,French_bulldog,6393,33791
114,870656317836468226,2017-06-02 15:00:16,"https://www.gofundme.com/help-fix-codys-torn-acl,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1",13.0,10,Cody,,French_bulldog,2817,12819
115,870374049280663552,2017-06-01 20:18:38,https://twitter.com/dog_rates/status/870374049280663552/photo/1,13.0,10,Zoey,,French_bulldog,27680,85011
116,870308999962521604,2017-06-01 16:00:09,"https://twitter.com/dog_rates/status/870308999962521604/photo/1,https://twitter.com/dog_rates/status/870308999962521604/photo/1",13.0,10,Rumble,,French_bulldog,4384,22453
117,870063196459192321,2017-05-31 23:43:25,"https://twitter.com/dog_rates/status/870063196459192321/photo/1,https://twitter.com/dog_rates/status/870063196459192321/photo/1",14.0,10,Clifford,,French_bulldog,8840,37771
119,869772420881756160,2017-05-31 04:27:59,https://twitter.com/dog_rates/status/869772420881756160/photo/1,13.0,10,Dewey,,French_bulldog,10663,43710
120,869702957897576449,2017-05-30 23:51:58,https://twitter.com/dog_rates/status/869702957897576449/photo/1,13.0,10,Stanley,,French_bulldog,6728,29116
121,869596645499047938,2017-05-30 16:49:31,"https://twitter.com/dog_rates/status/869596645499047938/photo/1,https://twitter.com/dog_rates/status/869596645499047938/photo/1",12.0,10,Scout,doggo,French_bulldog,3327,16476
122,869227993411051520,2017-05-29 16:24:37,https://twitter.com/dog_rates/status/869227993411051520/photo/1,13.0,10,Gizmo,,French_bulldog,4023,21112
123,868880397819494401,2017-05-28 17:23:24,https://twitter.com/dog_rates/status/868880397819494401/photo/1,14.0,10,Walter,,French_bulldog,12518,55098
125,868622495443632128,2017-05-28 00:18:35,https://twitter.com/dog_rates/status/868622495443632128/photo/1,13.0,10,None,,French_bulldog,6275,28295
126,868552278524837888,2017-05-27 19:39:34,"https://www.gofundme.com/3ti3nps,https://twitter.com/dog_rates/status/868552278524837888/photo/1,https://twitter.com/dog_rates/status/868552278524837888/photo/1",12.0,10,Cooper,,French_bulldog,2240,10539
127,867900495410671616,2017-05-26 00:29:37,https://twitter.com/dog_rates/status/867900495410671616/photo/1,12.0,10,None,,French_bulldog,4439,24964
128,867774946302451713,2017-05-25 16:10:44,"https://twitter.com/dog_rates/status/867774946302451713/photo/1,https://twitter.com/dog_rates/status/867774946302451713/photo/1",13.0,10,Harold,,French_bulldog,7788,35179
129,867421006826221569,2017-05-24 16:44:18,https://twitter.com/dog_rates/status/867421006826221569/photo/1,12.0,10,Shikha,puppo,French_bulldog,2697,16755
131,867051520902168576,2017-05-23 16:16:06,https://twitter.com/dog_rates/status/867051520902168576/photo/1,13.0,10,None,,French_bulldog,8425,33420
134,866686824827068416,2017-05-22 16:06:55,"https://twitter.com/dog_rates/status/866686824827068416/photo/1,https://twitter.com/dog_rates/status/866686824827068416/photo/1",12.0,10,Lili,puppo,French_bulldog,3727,20070
135,866450705531457537,2017-05-22 00:28:40,"https://twitter.com/dog_rates/status/866450705531457537/photo/1,https://twitter.com/dog_rates/status/866450705531457537/photo/1",13.0,10,Jamesy,pupper,French_bulldog,32883,106827
136,866334964761202691,2017-05-21 16:48:45,"https://twitter.com/dog_rates/status/866334964761202691/photo/1,https://twitter.com/dog_rates/status/866334964761202691/photo/1",12.0,10,Coco,,French_bulldog,15546,54720
138,865718153858494464,2017-05-19 23:57:46,https://twitter.com/dog_rates/status/865718153858494464/photo/1,13.0,10,Boomer,,French_bulldog,6008,26640
139,865359393868664832,2017-05-19 00:12:11,"https://twitter.com/dog_rates/status/865359393868664832/photo/1,https://twitter.com/dog_rates/status/865359393868664832/photo/1",13.0,10,Sammy,,French_bulldog,5384,27530
140,865006731092295680,2017-05-18 00:50:50,https://twitter.com/dog_rates/status/865006731092295680/photo/1,13.0,10,Nelly,,French_bulldog,8209,29063
141,864873206498414592,2017-05-17 16:00:15,"https://twitter.com/dog_rates/status/864873206498414592/photo/1,https://twitter.com/dog_rates/status/864873206498414592/photo/1",14.0,10,None,,French_bulldog,9361,33651
142,864279568663928832,2017-05-16 00:41:21,"https://twitter.com/dog_rates/status/864279568663928832/photo/1,https://twitter.com/dog_rates/status/864279568663928832/photo/1",12.0,10,Meatball,,French_bulldog,3266,15195
143,864197398364647424,2017-05-15 19:14:50,"https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1",13.0,10,Paisley,,French_bulldog,9616,31459
144,863907417377173506,2017-05-15 00:02:33,"https://twitter.com/dog_rates/status/863907417377173506/photo/1,https://twitter.com/dog_rates/status/863907417377173506/photo/1",13.0,10,Albus,,French_bulldog,4441,21477
145,863553081350529029,2017-05-14 00:34:33,https://twitter.com/dog_rates/status/863553081350529029/video/1,13.0,10,Neptune,,French_bulldog,4489,15935
147,863432100342583297,2017-05-13 16:33:49,https://twitter.com/dog_rates/status/863432100342583297/photo/1,12.0,10,Belle,,French_bulldog,5664,24829
149,863079547188785154,2017-05-12 17:12:53,https://twitter.com/dog_rates/status/863079547188785154/photo/1,14.0,10,None,,French_bulldog,1195,9094
150,863062471531167744,2017-05-12 16:05:02,"https://www.gofundme.com/helpquinny,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1",13.0,10,Quinn,,French_bulldog,2687,8945
151,862831371563274240,2017-05-12 00:46:44,"https://twitter.com/dog_rates/status/862831371563274240/photo/1,https://twitter.com/dog_rates/status/862831371563274240/photo/1",13.0,10,Zooey,,French_bulldog,5457,20011
152,862722525377298433,2017-05-11 17:34:13,https://twitter.com/dog_rates/status/862722525377298433/photo/1,11.0,10,Dave,,French_bulldog,3809,17779
153,862457590147678208,2017-05-11 00:01:27,"https://twitter.com/dog_rates/status/862457590147678208/photo/1,https://twitter.com/dog_rates/status/862457590147678208/photo/1,https://twitter.com/dog_rates/status/862457590147678208/photo/1",13.0,10,Jersey,,French_bulldog,5388,21492
154,862096992088072192,2017-05-10 00:08:34,"https://twitter.com/dog_rates/status/862096992088072192/photo/1,https://twitter.com/dog_rates/status/862096992088072192/photo/1",13.0,10,None,,French_bulldog,21840,66437
156,861383897657036800,2017-05-08 00:54:59,https://twitter.com/dog_rates/status/861383897657036800/photo/1,13.0,10,Hobbes,,French_bulldog,11528,37744
157,861288531465048066,2017-05-07 18:36:02,https://twitter.com/dog_rates/status/861288531465048066/video/1,13.0,10,None,,French_bulldog,4479,18032
158,861005113778896900,2017-05-06 23:49:50,https://twitter.com/dog_rates/status/861005113778896900/photo/1,12.0,10,Burt,,French_bulldog,4119,17538
161,860563773140209665,2017-05-05 18:36:06,"https://www.gofundme.com/help-lorenzo-beat-cancer,https://twitter.com/dog_rates/status/860563773140209665/photo/1,https://twitter.com/dog_rates/status/860563773140209665/photo/1",13.0,10,Lorenzo,,French_bulldog,2334,7878
162,860524505164394496,2017-05-05 16:00:04,https://twitter.com/dog_rates/status/860524505164394496/photo/1,13.0,10,Carl,,French_bulldog,5698,24678
163,860276583193509888,2017-05-04 23:34:55,https://twitter.com/dog_rates/status/860276583193509888/photo/1,12.0,10,Jordy,,French_bulldog,3745,19154
164,860184849394610176,2017-05-04 17:30:24,https://twitter.com/dog_rates/status/860184849394610176/photo/1,14.0,10,None,,French_bulldog,6295,17474
166,859924526012018688,2017-05-04 00:15:58,https://twitter.com/dog_rates/status/859924526012018688/photo/1,12.0,10,Milky,,French_bulldog,4349,20021
167,859851578198683649,2017-05-03 19:26:06,"https://twitter.com/dog_rates/status/859851578198683649/photo/1,https://twitter.com/dog_rates/status/859851578198683649/photo/1,https://twitter.com/dog_rates/status/859851578198683649/photo/1,https://twitter.com/dog_rates/status/859851578198683649/photo/1",13.0,10,Trooper,,French_bulldog,3780,16105
168,859607811541651456,2017-05-03 03:17:27,https://twitter.com/dog_rates/status/859607811541651456/photo/1,13.0,10,None,puppo,French_bulldog,1704,19476
169,859196978902773760,2017-05-02 00:04:57,https://twitter.com/dog_rates/status/859196978902773760/video/1,12.0,10,None,,French_bulldog,25661,75193
170,859074603037188101,2017-05-01 15:58:40,https://twitter.com/dog_rates/status/859074603037188101/photo/1,13.0,10,None,,French_bulldog,14740,35553
172,858843525470990336,2017-05-01 00:40:27,https://twitter.com/dog_rates/status/858843525470990336/photo/1,13.0,10,None,puppo,French_bulldog,3771,16304
173,858471635011153920,2017-04-30 00:02:42,https://twitter.com/dog_rates/status/858471635011153920/photo/1,13.0,10,Sophie,,French_bulldog,5271,22640
174,858107933456039936,2017-04-28 23:57:28,https://twitter.com/dog_rates/status/858107933456039936/photo/1,12.0,10,Wyatt,,French_bulldog,3154,16524
175,857989990357356544,2017-04-28 16:08:49,https://twitter.com/dog_rates/status/857989990357356544/photo/1,12.0,10,Rosie,,French_bulldog,2812,16952
176,857746408056729600,2017-04-28 00:00:54,"https://twitter.com/dog_rates/status/857746408056729600/photo/1,https://twitter.com/dog_rates/status/857746408056729600/photo/1,https://twitter.com/dog_rates/status/857746408056729600/photo/1",13.0,10,Thor,,French_bulldog,11524,36021
177,857393404942143489,2017-04-27 00:38:11,"https://www.gofundme.com/meeko-needs-heart-surgery,https://twitter.com/dog_rates/status/857393404942143489/photo/1,https://twitter.com/dog_rates/status/857393404942143489/photo/1,https://twitter.com/dog_rates/status/857393404942143489/photo/1,https://twitter.com/dog_rates/status/857393404942143489/photo/1",13.0,10,None,,French_bulldog,1785,6236
178,857263160327368704,2017-04-26 16:00:39,https://twitter.com/dog_rates/status/857263160327368704/photo/1,13.0,10,Oscar,,French_bulldog,4934,21041
181,857029823797047296,2017-04-26 00:33:27,"https://twitter.com/dog_rates/status/857029823797047296/photo/1,https://twitter.com/dog_rates/status/857029823797047296/photo/1",12.0,10,Zeke,,French_bulldog,4364,19910
183,856543823941562368,2017-04-24 16:22:16,https://twitter.com/dog_rates/status/856543823941562368/photo/1,12.0,10,Callie,,French_bulldog,3131,17135
184,856526610513747968,2017-04-24 15:13:52,https://twitter.com/dog_rates/status/856526610513747968/photo/1,14.0,10,None,,French_bulldog,2068,12446
187,856282028240666624,2017-04-23 23:01:59,"https://twitter.com/dog_rates/status/856282028240666624/photo/1,https://twitter.com/dog_rates/status/856282028240666624/photo/1,https://twitter.com/dog_rates/status/856282028240666624/photo/1,https://twitter.com/dog_rates/status/856282028240666624/photo/1",14.0,10,Cermet,,French_bulldog,6841,29086
191,855851453814013952,2017-04-22 18:31:02,https://twitter.com/dog_rates/status/855851453814013952/photo/1,13.0,10,None,puppo,French_bulldog,19196,47844
